%t(sec) 1   2   3   4   5   6   7   8   9  10  11  12  13  14  15  16  17  18  19  20  21  22  23  24  25  26  27  28  29  30  31  32  33  34  35  36  37  38  39  40  41  42  43  44  45  46  47  48  49  50  51  52  53  54  55  56  57  58  59  60  61  62  63  64
0.000000 10.582891 10.520551 10.460100 10.394790 9.943797 9.506932 9.547840 9.604594 9.880686 9.770276 9.726005 9.637680 9.661380 9.769297 10.275197 10.234795 9.667331 9.690568 10.007621 10.372886 9.631180 9.643080 9.712897 10.333897 10.083978 10.347758 10.302186 9.844386 9.405849 9.364910 9.790968 9.903770 9.907647 9.924458 9.753549 10.395295 10.376984 10.352870 10.327647 9.877386 9.500978 9.825486 9.772462 9.617878 9.450410 9.951791 10.068995 10.094405 9.746363 9.824462 9.720463 9.801786 9.913097 9.947191 9.639378 10.013928 9.941574 9.972769 9.770005 9.633270 9.669468 9.885985 9.957100 9.803597
0.009800 10.581848 10.519126 10.458612 10.402396 9.945015 9.506705 9.548996 9.602484 9.883116 9.770748 9.728236 9.635653 9.659353 9.767242 10.276415 10.237194 9.669607 9.691040 10.006342 10.387598 9.629153 9.641053 9.710842 10.334369 10.082540 10.347525 10.304616 9.846816 9.406321 9.365382 9.791440 9.905451 9.910063 9.924225 9.754021 10.395067 10.377456 10.354551 10.330063 9.879816 9.499540 9.840198 9.772934 9.616440 9.450882 9.950748 10.068767 10.096636 9.746835 9.824934 9.720935 9.816498 9.913569 9.946148 9.637940 10.019923 9.946488 9.971270 9.772236 9.633742 9.669940 9.886457 9.959506 9.805922
0.019600 10.578793 10.515848 10.456691 10.398443 9.944378 9.505043 9.550347 9.598722 9.881920 9.770276 9.728414 9.632664 9.656364 9.764225 10.275778 10.236722 9.669135 9.691268 10.005222 10.380907 9.626164 9.638064 9.707825 10.332469 10.081361 10.344494 10.303420 9.845620 9.405159 9.364238 9.790247 9.901518 9.908153 9.921194 9.752859 10.392053 10.376984 10.350618 10.328153 9.878620 9.498361 9.833507 9.771764 9.615261 9.449738 9.947693 10.065753 10.096814 9.746363 9.823764 9.720463 9.809807 9.911669 9.943093 9.636761 10.011339 9.941202 9.970797 9.772414 9.632556 9.670168 9.885263 9.957603 9.805450
0.029400 10.581771 10.509602 10.452208 10.393226 9.937917 9.507862 9.550630 9.595130 9.878080 9.771242 9.731150 9.631073 9.654773 9.761964 10.269317 10.238376 9.670700 9.694193 10.002441 10.373654 9.624573 9.636473 9.705564 10.327369 10.078981 10.341566 10.299580 9.841780 9.404169 9.362636 9.788508 9.897726 9.903709 9.918266 9.751869 10.389145 10.376575 10.346826 10.323709 9.874780 9.495981 9.826254 9.770086 9.612881 9.448136 9.950671 10.062845 10.099550 9.746646 9.822086 9.720746 9.802554 9.906569 9.946071 9.634381 10.004200 9.938002 9.969679 9.775150 9.631522 9.673093 9.883519 9.952495 9.806392
0.039200 10.576895 10.512901 10.450099 10.387004 9.935162 9.510350 9.551191 9.595083 9.871179 9.773213 9.733556 9.631025 9.654725 9.759994 10.266562 10.243044 9.674450 9.696140 9.998110 10.368789 9.624525 9.636425 9.703594 10.323257 10.077576 10.337029 10.292679 9.834879 9.406085 9.363209 9.788461 9.897009 9.900953 9.913729 9.753785 10.384636 10.373817 10.346109 10.320953 9.867879 9.494576 9.821389 9.770039 9.611476 9.448709 9.945795 10.058336 10.101956 9.747257 9.822039 9.721357 9.797689 9.902457 9.941195 9.632976 9.999407 9.933084 9.964135 9.777556 9.633506 9.675040 9.882806 9.948377 9.808295
0.049000 10.577111 10.509412 10.449228 10.379814 9.931594 9.512054 9.553430 9.594847 9.868853 9.772977 9.735197 9.630205 9.653905 9.759167 10.262994 10.244864 9.674798 9.695904 9.996006 10.365814 9.623705 9.635605 9.702767 10.323021 10.079378 10.334835 10.290353 9.832553 9.406453 9.364910 9.788855 9.894044 9.895497 9.911535 9.754153 10.382454 10.370876 10.343144 10.315497 9.865553 9.496378 9.818414 9.769191 9.613278 9.450410 9.946011 10.056154 10.103597 9.749075 9.821191 9.723175 9.794714 9.902221 9.941411 9.634778 9.995218 9.930724 9.959055 9.779197 9.633270 9.674804 9.879856 9.946262 9.808659
0.058800 10.582369 10.507235 10.447339 10.377322 9.925295 9.512834 9.556129 9.595083 9.868504 9.773786 9.735959 9.628483 9.652183 9.757424 10.256695 10.245676 9.677528 9.696706 9.995719 10.363327 9.621983 9.633883 9.701024 10.322681 10.079614 10.334523 10.290004 9.832204 9.409267 9.365146 9.791204 9.890981 9.886358 9.911223 9.756967 10.382146 10.368422 10.340081 10.306358 9.865204 9.496614 9.815927 9.767380 9.613514 9.450646 9.951269 10.055846 10.104359 9.749886 9.819380 9.723986 9.792227 9.901881 9.946669 9.635014 9.991461 9.930365 9.957153 9.779959 9.634082 9.675606 9.876228 9.940207 9.812011
0.068500 10.568699 10.512010 10.447339 10.373533 9.917197 9.515343 9.558585 9.595083 9.864214 9.775914 9.738387 9.628971 9.652671 9.757424 10.248597 10.248335 9.680016 9.699832 9.993776 10.360609 9.622471 9.634371 9.701024 10.320538 10.080646 10.332486 10.285714 9.827914 9.412344 9.366128 9.791204 9.886096 9.889619 9.909186 9.760044 10.380615 10.366264 10.335196 10.309619 9.860914 9.497646 9.813209 9.767380 9.614546 9.451628 9.937599 10.054315 10.106787 9.753064 9.819380 9.727164 9.789509 9.899738 9.932999 9.636046 9.994828 9.927618 9.956087 9.782387 9.636744 9.678732 9.870787 9.939162 9.816122
0.078300 10.565948 10.505050 10.447841 10.368313 9.919408 9.518344 9.561066 9.595561 9.856804 9.776405 9.740840 9.631025 9.654725 9.757891 10.250808 10.251022 9.682992 9.704144 9.993776 10.357360 9.624525 9.636425 9.701491 10.321033 10.084994 10.332486 10.278304 9.820504 9.417542 9.370726 9.791204 9.883863 9.884699 9.909186 9.765242 10.382690 10.366264 10.332963 10.304699 9.853504 9.501994 9.809960 9.767380 9.618894 9.456226 9.934848 10.056390 10.109240 9.757940 9.819380 9.732040 9.786260 9.900233 9.930248 9.640394 9.974246 9.925353 9.952106 9.784840 9.639434 9.683044 9.874729 9.934761 9.817071
0.088100 10.563138 10.502805 10.450513 10.373643 9.918410 9.522916 9.563489 9.597651 9.862567 9.778555 9.743234 9.630966 9.654666 9.760377 10.249810 10.253650 9.687524 9.704085 9.993717 10.352763 9.624466 9.636366 9.703977 10.323198 10.084935 10.332427 10.284067 9.826267 9.422231 9.373638 9.791145 9.884279 9.881461 9.909127 9.769931 10.383072 10.366675 10.333379 10.301461 9.859267 9.501935 9.805363 9.767321 9.618835 9.459138 9.932038 10.056772 10.111634 9.760100 9.819321 9.734200 9.781663 9.902398 9.927438 9.640335 9.980422 9.925775 9.952888 9.787234 9.641598 9.682985 9.872421 9.934234 9.821730
