%t(sec) 1   2   3   4   5   6   7   8   9  10  11  12  13  14  15  16  17  18  19  20  21  22  23  24  25  26  27  28  29  30  31  32  33  34  35  36  37  38  39  40  41  42  43  44  45  46  47  48  49  50  51  52  53  54  55  56  57  58  59  60  61  62  63  64
0.000000 10.453268 10.480527 10.204331 10.153494 9.950895 9.513097 9.792627 9.816275 9.721705 9.690080 9.764031 10.021521 10.017121 9.905995 9.975697 10.248895 9.952128 9.998900 10.026628 10.364511 9.715531 9.815297 9.996774 10.077797 9.979465 9.949465 10.093605 9.852600 9.790227 9.485365 9.568249 9.707097 9.885576 9.671349 10.098091 10.314547 10.364911 10.168895 10.040296 9.866897 9.790127 9.872521 9.672870 9.993711 9.800968 9.746497 9.885363 10.330821 9.972321 9.936727 9.696570 9.640440 9.710597 9.992797 9.875605 10.125228 9.967997 9.794595 9.955921 9.718125 9.913458 9.990451 10.048527 9.886396
0.009800 10.453740 10.488079 10.206607 10.151384 9.950667 9.511042 9.800179 9.816747 9.723936 9.688053 9.766307 10.020242 10.015842 9.908394 9.978022 10.251294 9.958123 10.001306 10.032623 10.364284 9.717807 9.817557 10.001688 10.075742 9.982800 9.952800 10.095836 9.855006 9.797779 9.488700 9.568721 9.705042 9.886048 9.671821 10.097048 10.316963 10.364684 10.171294 10.045032 9.867369 9.797679 9.871242 9.673342 9.993484 9.801440 9.744442 9.885835 10.329542 9.971042 9.944279 9.697042 9.641596 9.712857 9.994015 9.877836 10.131223 9.969215 9.796994 9.954642 9.719304 9.913225 9.989026 10.056079 9.891132
0.019600 10.452547 10.475123 10.206135 10.147622 9.947653 9.508025 9.787223 9.816275 9.724114 9.685064 9.765835 10.019122 10.014722 9.907922 9.977550 10.250822 9.949539 9.999403 10.024039 10.361274 9.717335 9.818408 9.996402 10.072725 9.980513 9.950513 10.096014 9.853103 9.784823 9.486413 9.567559 9.702025 9.885576 9.670659 10.093993 10.315053 10.361674 10.170822 10.046392 9.865469 9.784723 9.870122 9.672156 9.990474 9.801668 9.741425 9.885363 10.328422 9.969922 9.931323 9.695856 9.642947 9.713708 9.993378 9.878014 10.122639 9.968578 9.796522 9.953522 9.720718 9.910194 9.985748 10.043123 9.892492
0.029400 10.450808 10.471372 10.207700 10.144030 9.944745 9.505764 9.783472 9.815850 9.726850 9.683473 9.767400 10.016341 10.011941 9.909576 9.978492 10.252476 9.942400 9.994295 10.016900 10.359020 9.718900 9.822406 9.993202 10.070464 9.982057 9.952057 10.098750 9.847995 9.781072 9.487957 9.566569 9.699764 9.886542 9.669669 10.096971 10.310609 10.359420 10.172476 10.047948 9.860369 9.780972 9.867341 9.671122 9.988220 9.804593 9.739164 9.885646 10.325641 9.967141 9.927572 9.694822 9.643230 9.717706 9.986917 9.880750 10.115500 9.962117 9.798176 9.950741 9.721656 9.907266 9.979502 10.039372 9.894048
0.039200 10.450761 10.468545 10.211450 10.143983 9.940236 9.503794 9.780645 9.813030 9.729256 9.683425 9.771150 10.012010 10.007610 9.914244 9.980395 10.257144 9.937607 9.990177 10.012107 10.356435 9.722650 9.822359 9.988284 10.068494 9.986346 9.956346 10.101156 9.843877 9.778245 9.492246 9.568485 9.697794 9.888513 9.671585 10.092095 10.307853 10.356835 10.177144 10.052277 9.856257 9.778145 9.863010 9.673106 9.985635 9.806540 9.737194 9.886257 10.321310 9.962810 9.924745 9.696806 9.643791 9.717659 9.984162 9.883156 10.110707 9.959362 9.802844 9.946410 9.723547 9.902729 9.982801 10.036545 9.898377
0.049000 10.451155 10.474806 10.211798 10.143747 9.938054 9.502967 9.786906 9.810671 9.730897 9.682605 9.771498 10.009906 10.005506 9.916064 9.980759 10.258964 9.933418 9.988062 10.007918 10.353668 9.722998 9.822702 9.985924 10.067667 9.988575 9.958575 10.102797 9.841762 9.784506 9.494475 9.568853 9.696967 9.888277 9.671953 10.092311 10.302397 10.354068 10.178964 10.054529 9.856021 9.784406 9.860906 9.672870 9.982868 9.806304 9.736367 9.888075 10.319206 9.960706 9.931006 9.696570 9.646030 9.718002 9.980594 9.884797 10.106518 9.955794 9.804664 9.944306 9.723908 9.900535 9.979312 10.042806 9.900629
0.058800 10.453504 10.461431 10.214528 10.143983 9.937746 9.501224 9.773531 9.810907 9.731659 9.680883 9.774228 10.009619 10.005219 9.916876 9.984111 10.259776 9.929661 9.982007 10.004161 10.351930 9.725728 9.825412 9.985565 10.065924 9.991791 9.961791 10.103559 9.835707 9.771131 9.497691 9.571667 9.695224 9.889086 9.674767 10.097569 10.293258 10.352330 10.179776 10.057774 9.855681 9.771031 9.860619 9.673682 9.981130 9.807106 9.734624 9.888886 10.318919 9.960419 9.917631 9.697382 9.648729 9.720712 9.974295 9.885559 10.102761 9.949495 9.805476 9.944019 9.726141 9.900223 9.977135 10.029431 9.903874
0.068500 10.453504 10.456143 10.217016 10.143983 9.936215 9.501224 9.768243 9.810369 9.734087 9.681371 9.776716 10.007676 10.003276 9.919535 9.988222 10.262435 9.933028 9.980962 10.007528 10.351438 9.728216 9.827880 9.982818 10.065924 9.997161 9.967161 10.105987 9.834662 9.765843 9.503061 9.574744 9.695224 9.891214 9.677844 10.083899 10.296519 10.351838 10.182435 10.062227 9.853538 9.765743 9.858676 9.676344 9.980638 9.810232 9.734624 9.892064 10.316976 9.958476 9.912343 9.700044 9.651185 9.723180 9.966197 9.887987 10.106128 9.941397 9.808135 9.942076 9.726639 9.898186 9.981910 10.024143 9.908327
0.078300 10.453504 10.452273 10.219992 10.144461 9.938290 9.501691 9.764373 9.808105 9.736540 9.683425 9.779692 10.007676 10.003276 9.922222 9.989171 10.265122 9.912446 9.976561 9.986946 10.348901 9.731192 9.830373 9.980553 10.066391 10.004120 9.974120 10.108440 9.830261 9.761973 9.510020 9.579942 9.695691 9.891705 9.683042 10.081148 10.291599 10.349301 10.185122 10.065179 9.854033 9.761873 9.858676 9.679034 9.978101 9.814544 9.735091 9.896940 10.316976 9.958476 9.908473 9.702734 9.653666 9.725673 9.968408 9.890440 10.085546 9.943608 9.810822 9.942076 9.729206 9.898186 9.974950 10.020273 9.911279
0.088100 10.453445 10.454421 10.224524 10.146551 9.938672 9.504177 9.766521 9.808527 9.738934 9.683366 9.784224 10.007617 10.003217 9.924850 9.993830 10.267750 9.918622 9.976034 9.993122 10.347184 9.735724 9.832808 9.980975 10.068877 10.009002 9.979002 10.110834 9.829734 9.764121 9.514902 9.584631 9.698177 9.893855 9.687731 10.078338 10.288361 10.347584 10.187750 10.069242 9.856198 9.764021 9.858617 9.681198 9.976384 9.814485 9.737577 9.899100 10.316917 9.958417 9.910621 9.704898 9.656089 9.728108 9.967410 9.892834 10.091722 9.942610 9.813450 9.942017 9.731714 9.898127 9.972705 10.022421 9.915342
